K;covariance;silhouette;Cal-Harabasz;BIC;DBCV;perplexity;wordEmbedding;docEmbedding;docEmbedding2
13;full;0.3210309862939543;7359.970692421295;183326.87634370197;-0.7695179578266899;75;glove;WMD;Distance
14;full;0.31654904166879816;7387.220629819347;183340.8877590627;-0.7535105668080101;75;glove;WMD;Distance
12;diag;0.33869473766861374;7877.332848723594;183378.95177823206;-0.7814028012668534;75;glove;WMD;Distance
13;diag;0.328405206304982;7813.484629336601;183384.132206071;-0.8023988689674005;75;glove;WMD;Distance
12;full;0.34157376333312567;7954.549036029034;183401.5766759074;-0.8137966602617939;75;glove;WMD;Distance
14;diag;0.33466432474201285;8240.46569752074;183418.39959665906;-0.7679824720640224;75;glove;WMD;Distance
11;full;0.3464809872680893;7924.630314327156;183426.8834505651;-0.7763702594397145;75;glove;WMD;Distance
14;spherical;0.3365570892299684;8364.628886897137;183428.06355271174;-0.7790052524558908;75;glove;WMD;Distance
13;spherical;0.3500665000187363;8605.856053377756;183526.04478490888;-0.7738581794996783;75;glove;WMD;Distance
14;tied;0.34544236314255294;8709.094926663769;183645.6220187788;-0.7704623932104185;75;glove;WMD;Distance
12;spherical;0.33861823371078376;7970.87214675698;183658.0098884441;-0.7990701328851519;75;glove;WMD;Distance
13;tied;0.3530781079736346;8755.949655218594;183658.83554902376;-0.7842325271319981;75;glove;WMD;Distance
10;full;0.36792403928106776;8460.302492194387;183682.9435980928;-0.8084784987377132;75;glove;WMD;Distance
12;tied;0.355019485188405;8687.572907431651;183722.47489719695;-0.7833900459621156;75;glove;WMD;Distance
9;full;0.3695911877972321;8483.51985607285;183744.6115680865;-0.8324257644978842;75;glove;WMD;Distance
11;diag;0.36390168017685576;8614.267952631639;183750.04051227556;-0.7790715421803254;75;glove;WMD;Distance
11;spherical;0.3545073827714684;8533.688105959802;183769.2358043817;-0.8065993266552868;75;glove;WMD;Distance
11;tied;0.35470400081867437;8619.505743916463;183822.6436110365;-0.7989861293226608;75;glove;WMD;Distance
7;full;0.3297572173545532;7148.9832552998605;183840.68443672356;-0.8358342455818716;75;glove;WMD;Distance
10;spherical;0.3221521756870767;7782.464332960296;183841.14983475555;-0.7729427785353823;75;glove;WMD;Distance
8;full;0.36112889800898096;8412.201309078207;183846.03747453427;-0.7921482008014169;75;glove;WMD;Distance
10;diag;0.35778036421332815;8591.085248559151;183864.49456104086;-0.8038277582559766;75;glove;WMD;Distance
