K;covariance;silhouette;Cal-Harabasz;BIC;DBCV;perplexity;wordEmbedding;docEmbedding;docEmbedding2
10;full;0.41400990650484987;16140.654711320538;172853.28477293364;-0.6566596769901123;75;cbow;Moyenne;TFIDF
9;full;0.40412647934025364;13584.046112601754;173023.98501616184;-0.6499763175667463;75;cbow;Moyenne;TFIDF
8;full;0.38659983230011674;13570.059226108206;173269.9200073701;-0.7172557627036453;75;cbow;Moyenne;TFIDF
14;diag;0.37630351538606166;16709.507712799037;173363.5297853161;-0.6474364073289495;75;cbow;Moyenne;TFIDF
13;diag;0.3786045764275449;16199.458582276313;173428.91537640517;-0.5937820561767824;75;cbow;Moyenne;TFIDF
7;full;0.3942077664563669;13180.262849129134;173543.90603664657;-0.7578471845064672;75;cbow;Moyenne;TFIDF
12;diag;0.3821270234988239;16207.847264459362;173544.5563978212;-0.6453333156087733;75;cbow;Moyenne;TFIDF
11;diag;0.38249211726427235;15613.375230694011;173649.43572430572;-0.6080985736931505;75;cbow;Moyenne;TFIDF
14;tied;0.37618330479060114;17063.28494354448;173804.19646911233;-0.5991683974059026;75;cbow;Moyenne;TFIDF
14;spherical;0.40576257916678055;17210.35001152488;173818.1770162583;-0.5705419995430568;75;cbow;Moyenne;TFIDF
9;diag;0.36295626822916394;13431.155133394834;173821.29844775086;-0.697546467839911;75;cbow;Moyenne;TFIDF
10;diag;0.3911698458452781;15174.407733688182;173847.2467840201;-0.6065954333376371;75;cbow;Moyenne;TFIDF
6;full;0.4261080844425193;13777.14572752729;173874.22642611284;-0.7728968018113768;75;cbow;Moyenne;TFIDF
13;spherical;0.3876167825037549;16797.172553548557;173974.1581477286;-0.5638429609159938;75;cbow;Moyenne;TFIDF
13;tied;0.3948950792716858;17460.489769510878;173990.35843683075;-0.5995203195913761;75;cbow;Moyenne;TFIDF
8;diag;0.3752712554257761;14052.58253666755;174034.4620491952;-0.683908833103609;75;cbow;Moyenne;TFIDF
12;spherical;0.40124909631940026;17348.43236655154;174273.75335295973;-0.6043208960457688;75;cbow;Moyenne;TFIDF
12;tied;0.4012253985162009;17108.05036936025;174316.44873753496;-0.6166651954474233;75;cbow;Moyenne;TFIDF
11;spherical;0.381716921852407;16614.19102334554;174508.0895006342;-0.6516110431610379;75;cbow;Moyenne;TFIDF
7;diag;0.40083543267628036;13966.233576236713;174704.6814931132;-0.6635763443049139;75;cbow;Moyenne;TFIDF
11;tied;0.41160091970403584;17055.48642151056;174730.14769479964;-0.6217916965788253;75;cbow;Moyenne;TFIDF
10;spherical;0.3917710407018003;16325.423977229499;174808.43833609822;-0.5912930113050845;75;cbow;Moyenne;TFIDF
10;tied;0.41287766503420636;16379.045934859258;175105.744863123;-0.6096288334659589;75;cbow;Moyenne;TFIDF
9;spherical;0.41062812337340393;16045.344573938251;175336.57379939922;-0.653248368409992;75;cbow;Moyenne;TFIDF
5;full;0.4651922725958272;14519.219553183131;175337.48989111412;-0.6964651447271101;75;cbow;Moyenne;TFIDF
9;tied;0.39411138410308905;15720.855258363514;175414.07288533184;-0.5600647720214885;75;cbow;Moyenne;TFIDF
6;diag;0.4060841303380781;12843.368354508199;175590.4670402804;-0.7203837681797537;75;cbow;Moyenne;TFIDF
5;diag;0.44654244203242055;12854.301023857915;175864.3700558059;-0.7007745552836051;75;cbow;Moyenne;TFIDF
4;full;0.45358907377119806;12065.304124186387;176006.8712799377;-0.6487801399345721;75;cbow;Moyenne;TFIDF
8;tied;0.4125695068111566;15997.586942761413;176161.89279261875;-0.641905145014481;75;cbow;Moyenne;TFIDF
8;spherical;0.41941184496134176;16450.732970571415;176308.9406367386;-0.5959112712978009;75;cbow;Moyenne;TFIDF
4;diag;0.45271483993572925;11314.084419754934;176851.29857328578;-0.7139794193451106;75;cbow;Moyenne;TFIDF
7;tied;0.4345717443884731;16041.067756078664;176891.42116467803;-0.6938376199087974;75;cbow;Moyenne;TFIDF
7;spherical;0.43560443093161944;16327.078374462128;177034.32531310627;-0.6946926876731209;75;cbow;Moyenne;TFIDF
3;full;0.4670038727749894;10389.677542736677;177482.092696908;-0.6290465107943906;75;cbow;Moyenne;TFIDF
6;tied;0.4090041987674751;13224.516216835164;177711.02087798362;-0.6827115620177332;75;cbow;Moyenne;TFIDF
6;spherical;0.4544379018176671;15555.467319450723;178098.56784591888;-0.5770909372319541;75;cbow;Moyenne;TFIDF
5;tied;0.4654788778469402;14636.224168597444;179338.09031460996;-0.6330899441360403;75;cbow;Moyenne;TFIDF
5;spherical;0.4699335302734776;14813.859996927495;179647.9127726796;-0.6335402235063367;75;cbow;Moyenne;TFIDF
3;diag;0.43398232475487825;9000.653711709712;179882.83819324334;-0.7391346880968284;75;cbow;Moyenne;TFIDF
4;tied;0.4150733714639115;10711.847596300233;180637.2251668098;-0.6400641483463636;75;cbow;Moyenne;TFIDF
4;spherical;0.4691295486574771;12710.824662737203;182071.07357564924;-0.7669795921527087;75;cbow;Moyenne;TFIDF
2;full;0.421659823667379;7031.745823005533;182329.24189174437;-0.7372401305663526;75;cbow;Moyenne;TFIDF
3;tied;0.3652071059899411;7333.627045261083;182442.41791887116;-0.7379946251339922;75;cbow;Moyenne;TFIDF
2;diag;0.43252715084392224;7415.999656182418;184062.39711946185;-0.7106388648691072;75;cbow;Moyenne;TFIDF
2;tied;0.43374927433088756;7491.200338975815;184362.7754832741;-0.6696142236090086;75;cbow;Moyenne;TFIDF
3;spherical;0.47494270933578997;10570.849425011036;184966.20432280496;-0.5805050968092191;75;cbow;Moyenne;TFIDF
2;spherical;0.30012623645473135;4096.227949642647;187182.29089318227;-0.759571721074272;75;cbow;Moyenne;TFIDF
14;full;0.3805902950011575;16420.34375539783;166216.58870496025;-0.6114446336573627;100;cbow;Moyenne;TFIDF
13;full;0.36819589455324186;16182.8152244226;166298.03142943932;-0.5981105274797271;100;cbow;Moyenne;TFIDF
12;full;0.3660856002509;16222.413821419212;166410.62125691582;-0.5976484056213772;100;cbow;Moyenne;TFIDF
11;full;0.36902907829139336;15662.761815433403;166504.6269998499;-0.6261110603070329;100;cbow;Moyenne;TFIDF
10;full;0.4044564610107279;16647.52249003849;166937.00222340965;-0.6327376392477284;100;cbow;Moyenne;TFIDF
9;full;0.38286903985969856;16329.165567552782;167144.50309436498;-0.659248393228036;100;cbow;Moyenne;TFIDF
8;full;0.4008149504851303;15991.829937814666;167231.50424883456;-0.5929803379414993;100;cbow;Moyenne;TFIDF
7;full;0.4236076868031711;16254.531599785258;167446.20859009388;-0.6436177233551493;100;cbow;Moyenne;TFIDF
14;diag;0.3665471575660365;16930.58794296157;167594.44763572756;-0.6151032452530324;100;cbow;Moyenne;TFIDF
6;full;0.4561976948471476;16443.7298787105;167738.31318394266;-0.6555914285446885;100;cbow;Moyenne;TFIDF
13;diag;0.38675195919828687;17201.480507160828;167779.20520892678;-0.5973210571366476;100;cbow;Moyenne;TFIDF
14;tied;0.36699174713952615;17867.659622819647;167871.55652256586;-0.5801385785585309;100;cbow;Moyenne;TFIDF
14;spherical;0.37008644731976503;17176.210863937267;167922.27071652468;-0.5945000673434488;100;cbow;Moyenne;TFIDF
12;diag;0.3524712231379405;16542.01446042248;168006.77659228307;-0.6554427117986671;100;cbow;Moyenne;TFIDF
11;diag;0.36418320484752154;15886.216540247153;168038.6218408864;-0.6448770314100728;100;cbow;Moyenne;TFIDF
13;tied;0.3826914741731194;18208.79833902922;168104.31944959154;-0.5873201564005556;100;cbow;Moyenne;TFIDF
13;spherical;0.37916786752245885;18154.799443403637;168168.03919626257;-0.548960010235068;100;cbow;Moyenne;TFIDF
10;diag;0.3800809796107352;16370.898006217778;168209.36467043814;-0.6137209430600085;100;cbow;Moyenne;TFIDF
5;full;0.46885533878609087;15491.72158156487;168344.57553496864;-0.680540795567257;100;cbow;Moyenne;TFIDF
12;spherical;0.3841405875301691;17661.80115524859;168539.54510638406;-0.5794257926724337;100;cbow;Moyenne;TFIDF
12;tied;0.3837459706157078;17700.89974755672;168552.93515825848;-0.593362168076005;100;cbow;Moyenne;TFIDF
9;diag;0.397307793746483;16296.522679295469;168698.83921960968;-0.6663436880866571;100;cbow;Moyenne;TFIDF
11;spherical;0.3862655085947981;18164.732630937906;168722.57931044113;-0.6061082868973089;100;cbow;Moyenne;TFIDF
11;tied;0.40090310659498085;17976.922616929252;168912.5484277646;-0.6147804570638075;100;cbow;Moyenne;TFIDF
10;spherical;0.39824713157874264;17869.4559174544;168985.1574504021;-0.6145161145203155;100;cbow;Moyenne;TFIDF
8;diag;0.37761741781384206;14982.640732082205;169038.78008006775;-0.7070224541790829;100;cbow;Moyenne;TFIDF
10;tied;0.4072369595583783;17331.134280456718;169381.86853685146;-0.6935479719671519;100;cbow;Moyenne;TFIDF
4;full;0.47715134813649845;13539.634978374792;169478.99011116225;-0.6818455386896818;100;cbow;Moyenne;TFIDF
9;spherical;0.41405988158182194;17685.97125953916;169553.10082673107;-0.631787233814368;100;cbow;Moyenne;TFIDF
9;tied;0.39881788392968487;17414.726053938903;169646.43614551175;-0.6574195441139526;100;cbow;Moyenne;TFIDF
7;diag;0.41919713065788367;16071.011408892065;170112.91721886586;-0.6724739364015895;100;cbow;Moyenne;TFIDF
8;tied;0.42418369498535397;17871.254799773065;170560.64434574184;-0.645718597484428;100;cbow;Moyenne;TFIDF
8;spherical;0.42432332553288926;17978.23234778092;170593.87188801783;-0.6690196062155951;100;cbow;Moyenne;TFIDF
6;diag;0.4021907859658962;12569.416200488819;170655.30369635532;-0.630061447585209;100;cbow;Moyenne;TFIDF
7;tied;0.44216721911729695;17657.618310569567;171372.19437843745;-0.657980114215581;100;cbow;Moyenne;TFIDF
5;diag;0.43783111854740997;13058.38169919611;171442.14405329176;-0.6246195818808228;100;cbow;Moyenne;TFIDF
7;spherical;0.4404300110912163;17632.684271163023;171443.24938622286;-0.5938586371081004;100;cbow;Moyenne;TFIDF
3;full;0.48590088829054506;11282.509150433816;171494.69115067594;-0.6897936274055078;100;cbow;Moyenne;TFIDF
4;diag;0.4542956111501593;11653.649390833272;172063.0527378118;-0.6367998054339703;100;cbow;Moyenne;TFIDF
6;spherical;0.4641382374364502;16723.390996369202;172436.39544975458;-0.6277134354807827;100;cbow;Moyenne;TFIDF
6;tied;0.4633611529249921;16812.97144256836;172620.5707039725;-0.6381066816597488;100;cbow;Moyenne;TFIDF
5;tied;0.4744075298281175;15751.195058429275;174221.19108006827;-0.6864505754033903;100;cbow;Moyenne;TFIDF
5;spherical;0.4750836071616371;15794.845013195578;174322.7195490959;-0.6865192020158943;100;cbow;Moyenne;TFIDF
3;diag;0.4523187106788778;10091.825726327555;175267.87603114927;-0.6933137030914656;100;cbow;Moyenne;TFIDF
4;tied;0.4374718307488136;11729.131571881893;176007.72847716726;-0.734265613975745;100;cbow;Moyenne;TFIDF
4;spherical;0.4827895244777231;13844.296294579472;176804.2268800477;-0.6467305966772049;100;cbow;Moyenne;TFIDF
3;tied;0.3878330943484676;8290.911020476324;177482.32819723108;-0.7374771742240663;100;cbow;Moyenne;TFIDF
2;full;0.44690623448708755;8049.891688889241;178180.40903821183;-0.7420373892725421;100;cbow;Moyenne;TFIDF
2;tied;0.4550017968679519;8498.283541501507;179634.67392541986;-0.8388823143515372;100;cbow;Moyenne;TFIDF
2;diag;0.4515918651327838;8353.49798177341;179796.58801181856;-0.5874286958983465;100;cbow;Moyenne;TFIDF
3;spherical;0.4872384563402877;11258.565597173623;180008.507301656;-0.6883179919832303;100;cbow;Moyenne;TFIDF
2;spherical;0.37115848842296595;5800.515004180719;182363.6393082692;-0.8078407872707087;100;cbow;Moyenne;TFIDF
14;full;0.3761683640050197;18589.128399035788;160288.4481229334;-0.549998106247631;125;cbow;Moyenne;TFIDF
13;full;0.3727129984911843;17460.83117820455;160300.06799569528;-0.5868177243961259;125;cbow;Moyenne;TFIDF
12;full;0.37900610810828284;17374.408560271608;160328.85026506786;-0.6258279874393959;125;cbow;Moyenne;TFIDF
11;full;0.3726466494413618;17067.818865202302;160528.25165743186;-0.640885645157458;125;cbow;Moyenne;TFIDF
10;full;0.391807475283935;16883.17011899174;160858.699253415;-0.5581413840894945;125;cbow;Moyenne;TFIDF
9;full;0.3856460615630153;17444.375420073833;161052.3353435378;-0.6061065372774457;125;cbow;Moyenne;TFIDF
8;full;0.4044389607378321;17330.975354095404;161291.825634957;-0.6198946559481577;125;cbow;Moyenne;TFIDF
7;full;0.43015573618008146;17821.423861202682;161518.85627707865;-0.6383617969812819;125;cbow;Moyenne;TFIDF
14;diag;0.38210059966377996;19416.856017879047;161637.3457301364;-0.6144600768980294;125;cbow;Moyenne;TFIDF
13;diag;0.38342419953346757;17918.549387820498;161690.015922031;-0.5988608672600589;125;cbow;Moyenne;TFIDF
12;diag;0.37199736880379636;16516.722068707004;161748.78714169236;-0.6138701370487314;125;cbow;Moyenne;TFIDF
6;full;0.4648284330665292;17728.299165105152;161821.32127852293;-0.6748888310800848;125;cbow;Moyenne;TFIDF
14;spherical;0.3622405623077782;18948.71131319222;161913.3767717234;-0.6090718466566769;125;cbow;Moyenne;TFIDF
14;tied;0.36811367697824254;19291.344326583487;161994.29742421716;-0.6586948930867733;125;cbow;Moyenne;TFIDF
13;spherical;0.3765935348459296;19512.808255381584;162202.99580907988;-0.6240201654145485;125;cbow;Moyenne;TFIDF
13;tied;0.39011898296424413;19859.93335667714;162211.48922285068;-0.6047428146289167;125;cbow;Moyenne;TFIDF
11;diag;0.36676173724881356;18327.425569819596;162217.7036051349;-0.6581120125861771;125;cbow;Moyenne;TFIDF
12;spherical;0.3941993346987734;19424.657148945204;162436.29581010403;-0.5446974412064475;125;cbow;Moyenne;TFIDF
5;full;0.479706652804178;16887.358686706008;162465.52137395804;-0.6526348451998227;125;cbow;Moyenne;TFIDF
12;tied;0.38473354185324116;19071.493857889785;162648.78100339157;-0.5911407441695866;125;cbow;Moyenne;TFIDF
10;diag;0.39463508077237763;19130.805748900475;162721.70371472946;-0.5912096118503107;125;cbow;Moyenne;TFIDF
11;spherical;0.3882207106622194;19723.83963034706;162745.2625638719;-0.5915824191424077;125;cbow;Moyenne;TFIDF
9;diag;0.370124964059998;16410.499809237488;162952.91740047233;-0.6492883756270125;125;cbow;Moyenne;TFIDF
11;tied;0.4010572926218915;19438.95317677164;163048.81413038395;-0.6107923817635716;125;cbow;Moyenne;TFIDF
10;spherical;0.40271922881156125;19771.522060114596;163155.7822034155;-0.5827418431167655;125;cbow;Moyenne;TFIDF
8;diag;0.3803770870750174;16563.36404417695;163360.3602213704;-0.6498520881613267;125;cbow;Moyenne;TFIDF
10;tied;0.4031484950502929;19795.397338650906;163421.83156755115;-0.6404744996290194;125;cbow;Moyenne;TFIDF
4;full;0.4875173839933838;14534.59574474794;163523.98055974272;-0.6525399872293273;125;cbow;Moyenne;TFIDF
9;tied;0.40041056472885883;18803.402200787525;163739.76312490634;-0.6847768535502379;125;cbow;Moyenne;TFIDF
9;spherical;0.40858300703359185;19435.82943025811;163956.71256463486;-0.6413231933056985;125;cbow;Moyenne;TFIDF
7;diag;0.43419457609872575;17869.53344742134;164400.1733683097;-0.6816979715397207;125;cbow;Moyenne;TFIDF
