K;initialisation;nb_iter;tolerance;val_obj;silhouette;Cal-Harabasz;DBCV;clustering;perplexity;wordEmbedding;docEmbedding;docEmbedding2
2;random;10;0.0001;0.4610046119373204;0.12107102458564059;144.47707177823315;-0.6148588529142286;kmeans;;glove;Moyenne;TFIDF
2;k-means++;10;0.0001;0.4610054181187185;0.12060054994260558;144.4602077859181;-0.6148857720092998;kmeans;;glove;Moyenne;TFIDF
3;random;10;0.0001;0.4579766319838915;0.03418598863083575;104.10771206168913;-0.7158412571351589;kmeans;;glove;Moyenne;TFIDF
3;k-means++;10;0.0001;0.45801191621538556;0.02800421727832239;103.7333366922596;-0.7508949345724494;kmeans;;glove;Moyenne;TFIDF
4;k-means++;10;0.0001;0.4550392475608363;0.029799919383195192;90.28059232004576;-0.7062479452707597;kmeans;;glove;Moyenne;TFIDF
4;random;10;0.0001;0.4550447230433601;0.029705122590001118;90.24155476007145;-0.6751166214767829;kmeans;;glove;Moyenne;TFIDF
5;k-means++;10;0.0001;0.451922682641956;0.027624396397566243;84.54202730957844;-0.7493614946652687;kmeans;;glove;Moyenne;TFIDF
5;random;10;0.0001;0.45291945786497;0.02112711518992351;79.13164284268242;-0.730361819050803;kmeans;;glove;Moyenne;TFIDF
6;random;10;0.0001;0.45070611714138237;0.0044127751349692735;72.93485845230315;-0.6309566487973716;kmeans;;glove;Moyenne;TFIDF
6;k-means++;10;0.0001;0.450898542472224;0.004678917873417615;72.09323769200688;-0.7344315195664042;kmeans;;glove;Moyenne;TFIDF
7;k-means++;10;0.0001;0.4482482098545345;0.02594459765192776;69.78232703658519;-0.7419129886569668;kmeans;;glove;Moyenne;TFIDF
7;random;10;0.0001;0.44902453237044365;0.0015233699189871929;66.92596954702805;-0.7078699823419163;kmeans;;glove;Moyenne;TFIDF
8;k-means++;10;0.0001;0.44630065877719904;0.003370412302976127;65.98618204879452;-0.7266629976624572;kmeans;;glove;Moyenne;TFIDF
9;k-means++;10;0.0001;0.44478983360424074;0.002132829465237859;61.957966845396435;-0.7346846469636928;kmeans;;glove;Moyenne;TFIDF
9;random;10;0.0001;0.44491098142259766;-0.0015226651843235806;61.61801578707448;-0.7984183068977693;kmeans;;glove;Moyenne;TFIDF
8;random;10;0.0001;0.4479610036261193;0.009614482407029012;60.714946829464644;;kmeans;;glove;Moyenne;TFIDF
10;k-means++;10;0.0001;0.44342180611922694;0.001982225639312941;58.491415619093154;-0.7667021598623796;kmeans;;glove;Moyenne;TFIDF
10;random;10;0.0001;0.44381581682417753;0.0010336109705419434;57.5037480038781;-0.7869632466572368;kmeans;;glove;Moyenne;TFIDF
11;k-means++;10;0.0001;0.4421628959986909;0.002857249622312641;55.488458473738845;-0.7016264581879929;kmeans;;glove;Moyenne;TFIDF
11;random;10;0.0001;0.44274551839030585;0.0019556670327164818;54.16662133769423;-0.6991609682378179;kmeans;;glove;Moyenne;TFIDF
12;k-means++;10;0.0001;0.4410468527169063;-0.002126954020121656;52.74922083730827;-0.6681153597487279;kmeans;;glove;Moyenne;TFIDF
12;random;10;0.0001;0.4418792302887757;0.005412771949944587;51.02488898846719;-0.689645657324029;kmeans;;glove;Moyenne;TFIDF
13;k-means++;10;0.0001;0.43965565041738575;-0.0031376454298304123;51.003251791894854;-0.7438037791057655;kmeans;;glove;Moyenne;TFIDF
13;random;10;0.0001;0.4403546987400652;-0.002175705741885306;49.66712901080116;-0.7575560668644854;kmeans;;glove;Moyenne;TFIDF
14;k-means++;10;0.0001;0.4385151597087613;0.0003069329393263606;49.095379912461674;-0.653462655854623;kmeans;;glove;Moyenne;TFIDF
14;random;10;0.0001;0.4388420586111559;-0.0016389100230607622;48.51519398599973;-0.697732135360832;kmeans;;glove;Moyenne;TFIDF
7;k-means++;10;0.0001;3738097.5;0.3547624241410194;7082.767428104296;-0.7801655121243235;kmeans;50;glove;Moyenne;TFIDF
7;random;10;0.0001;3738299.0;0.3548203846384873;7082.399895586398;-0.8024009364530977;kmeans;50;glove;Moyenne;TFIDF
10;random;10;0.0001;2703240.75;0.33837803737358696;6931.189850941666;-0.7884693884650558;kmeans;50;glove;Moyenne;TFIDF
10;k-means++;10;0.0001;2703266.75;0.33840429833853614;6931.140486884775;-0.7832525190565142;kmeans;50;glove;Moyenne;TFIDF
8;k-means++;10;0.0001;3360558.5;0.33833974636810693;6904.683739702841;-0.788323410454702;kmeans;50;glove;Moyenne;TFIDF
8;random;10;0.0001;3361121.25;0.33836466656000963;6903.390392834557;-0.7932377874848413;kmeans;50;glove;Moyenne;TFIDF
9;random;10;0.0001;3008751.5;0.33301604497824455;6886.151979878121;-0.7811133800703809;kmeans;50;glove;Moyenne;TFIDF
9;k-means++;10;0.0001;3008973.75;0.3328207815074124;6885.549648417363;-0.775776368314349;kmeans;50;glove;Moyenne;TFIDF
6;k-means++;10;0.0001;4426446.0;0.35327044715693434;6883.165367374464;-0.7732942430489106;kmeans;50;glove;Moyenne;TFIDF
6;random;10;0.0001;4426901.5;0.35364283443160904;6882.358443221545;-0.7825810527944892;kmeans;50;glove;Moyenne;TFIDF
11;k-means++;10;0.0001;2490959.0;0.3321047069538176;6849.974233650738;-0.8038108567191422;kmeans;50;glove;Moyenne;TFIDF
11;random;10;0.0001;2491342.0;0.33322023076858276;6848.639092753736;-0.7886920605485115;kmeans;50;glove;Moyenne;TFIDF
12;k-means++;10;0.0001;2297775.75;0.3309525200117344;6822.612804415776;-0.7599418072546067;kmeans;50;glove;Moyenne;TFIDF
