K;initialisation;nb_iter;tolerance;val_obj;silhouette;Cal-Harabasz;DBCV;clustering;perplexity;wordEmbedding;docEmbedding;docEmbedding2
10;k-means++;10;0.0001;368689.40625;0.41444848366712544;24144.523610037773;-0.5394761041204176;kmeans;200;cbow;Moyenne;TFIDF
11;k-means++;10;0.0001;334124.125;0.3986006461966723;24071.99039474459;-0.6192773000535933;kmeans;200;cbow;Moyenne;TFIDF
10;random;10;0.0001;370479.34375;0.40875935028441834;24023.65499812331;-0.6030337884053125;kmeans;200;cbow;Moyenne;TFIDF
12;k-means++;10;0.0001;306898.03125;0.3892484346799451;23900.26286978518;-0.6054395660573769;kmeans;200;cbow;Moyenne;TFIDF
12;random;10;0.0001;307485.53125;0.4046527995341797;23852.501781802697;-0.5972302098069886;kmeans;200;cbow;Moyenne;TFIDF
11;random;10;0.0001;338800.875;0.41186824833003205;23726.990762962392;-0.6293588629905278;kmeans;200;cbow;Moyenne;TFIDF
9;k-means++;10;0.0001;419709.84375;0.4210249483895337;23719.145896023656;-0.6000936187123629;kmeans;200;cbow;Moyenne;TFIDF
9;random;10;0.0001;420368.84375;0.4225892522641775;23678.829298689972;-0.5711456035692501;kmeans;200;cbow;Moyenne;TFIDF
8;k-means++;10;0.0001;485096.3125;0.43497873678224935;23272.436064868263;-0.6791576271722658;kmeans;200;cbow;Moyenne;TFIDF
8;random;10;0.0001;489089.5;0.4295832157174562;23071.609589590455;-0.6599547367674596;kmeans;200;cbow;Moyenne;TFIDF
7;k-means++;10;0.0001;569271.625;0.45456717724893253;22904.39487311158;-0.6307042536340552;kmeans;200;cbow;Moyenne;TFIDF
7;random;10;0.0001;569278.75;0.4546786531810482;22903.374786674463;-0.6611988473192132;kmeans;200;cbow;Moyenne;TFIDF
6;k-means++;10;0.0001;718893.625;0.4748651697794267;21371.213283838726;-0.6309644677680367;kmeans;200;cbow;Moyenne;TFIDF
6;random;10;0.0001;719348.25;0.4717720853326202;21358.54622865898;-0.6089054414108782;kmeans;200;cbow;Moyenne;TFIDF
5;random;10;0.0001;923538.3125;0.4930150920168435;20271.66948883175;-0.6595911001972365;kmeans;200;cbow;Moyenne;TFIDF
5;k-means++;10;0.0001;923571.75;0.49300967645637234;20270.890590517716;-0.659511629157496;kmeans;200;cbow;Moyenne;TFIDF
4;k-means++;10;0.0001;1332407.5;0.5062741981890091;17764.55771951491;-0.6178260787761605;kmeans;200;cbow;Moyenne;TFIDF
4;random;10;0.0001;1332431.5;0.5070564007447381;17763.998904387292;-0.6977351112567547;kmeans;200;cbow;Moyenne;TFIDF
3;k-means++;10;0.0001;2196685.5;0.5094973500948496;14295.322045130239;-0.6630629059599509;kmeans;200;cbow;Moyenne;TFIDF
3;random;10;0.0001;2196789.0;0.5094168838826633;14294.808946223808;-0.6904775034955641;kmeans;200;cbow;Moyenne;TFIDF
2;random;10;0.0001;4056482.5;0.49790157791432604;11129.0699751939;-0.5932279805475584;kmeans;200;cbow;Moyenne;TFIDF
2;k-means++;10;0.0001;4056500.5;0.4979062272707504;11129.040273632892;-0.5932255093003923;kmeans;200;cbow;Moyenne;TFIDF
