K;initialisation;nb_iter;tolerance;val_obj;silhouette;Cal-Harabasz;DBCV;clustering;perplexity;wordEmbedding;docEmbedding;docEmbedding2
14;k-means++;10;0.0001;518820.375;0.38506258675524685;13471.346175613495;-0.5932373771999165;kmeans;150;skipgram;Moyenne;TFIDF
12;k-means++;10;0.0001;611802.125;0.38947057929824563;13373.043339456883;-0.5916316011902428;kmeans;150;skipgram;Moyenne;TFIDF
12;random;10;0.0001;612670.75;0.3897948667567112;13352.663982696542;-0.5668555777226449;kmeans;150;skipgram;Moyenne;TFIDF
11;k-means++;10;0.0001;670060.5625;0.3872856193789293;13350.101088105663;-0.5842449654216338;kmeans;150;skipgram;Moyenne;TFIDF
11;random;10;0.0001;670200.8125;0.3867351477960535;13347.136028076771;-0.5830062361916949;kmeans;150;skipgram;Moyenne;TFIDF
10;random;10;0.0001;758023.3125;0.37830333543553024;12990.95391734898;-0.5930748126727441;kmeans;150;skipgram;Moyenne;TFIDF
10;k-means++;10;0.0001;758194.0625;0.37791099665567945;12987.746393808908;-0.5843625192255019;kmeans;150;skipgram;Moyenne;TFIDF
7;random;10;0.0001;1096799.125;0.38638930811194033;12982.736881056371;-0.6068520698467338;kmeans;150;skipgram;Moyenne;TFIDF
7;k-means++;10;0.0001;1096825.75;0.38634108268373907;12982.471000315509;-0.6072355095871333;kmeans;150;skipgram;Moyenne;TFIDF
8;k-means++;10;0.0001;963082.0625;0.3740933164743018;12860.128783816683;-0.5828892393350664;kmeans;150;skipgram;Moyenne;TFIDF
8;random;10;0.0001;963090.3125;0.37450913287641086;12860.11653052015;-0.5882320663747186;kmeans;150;skipgram;Moyenne;TFIDF
9;random;10;0.0001;854050.3125;0.36699999826746327;12839.387729473136;-0.5303439493674968;kmeans;150;skipgram;Moyenne;TFIDF
9;k-means++;10;0.0001;854095.5;0.3670765646823178;12838.71948575641;-0.5345049916383358;kmeans;150;skipgram;Moyenne;TFIDF
6;k-means++;10;0.0001;1308732.0;0.4021672025483071;12750.27183530479;-0.6791117585947223;kmeans;150;skipgram;Moyenne;TFIDF
6;random;10;0.0001;1309502.25;0.402286979294858;12741.810925200894;-0.6543390463077454;kmeans;150;skipgram;Moyenne;TFIDF
4;k-means++;10;0.0001;2018169.0;0.4182493899759924;12670.476627030848;-0.6074064445391538;kmeans;150;skipgram;Moyenne;TFIDF
4;random;10;0.0001;2018173.625;0.41831353700930896;12670.372777601073;-0.6205304129163051;kmeans;150;skipgram;Moyenne;TFIDF
5;k-means++;10;0.0001;1597496.125;0.3957688880700311;12629.26437111556;-0.648700538857728;kmeans;150;skipgram;Moyenne;TFIDF
5;random;10;0.0001;1597527.375;0.3957615445922815;12628.940890305004;-0.6458398961236975;kmeans;150;skipgram;Moyenne;TFIDF
2;k-means++;10;0.0001;4419172.0;0.4805093078248811;12201.679508886791;-0.5621998098479815;kmeans;150;skipgram;Moyenne;TFIDF
2;random;10;0.0001;4419257.5;0.48059213777946835;12201.454778787878;-0.5629769240156942;kmeans;150;skipgram;Moyenne;TFIDF
3;random;10;0.0001;3006152.75;0.41148540174126214;11200.365833158885;-0.6358626347917526;kmeans;150;skipgram;Moyenne;TFIDF
3;k-means++;10;0.0001;3006201.75;0.41153601794426364;11200.153431712437;-0.6563556865896102;kmeans;150;skipgram;Moyenne;TFIDF
14;random;10;0.0001;345745.09375;0.3839618401702922;14189.79933539492;-0.6307860294048928;kmeans;200;skipgram;Moyenne;TFIDF
14;k-means++;10;0.0001;345807.1875;0.38409903559161607;14187.547238275725;-0.6172133247407652;kmeans;200;skipgram;Moyenne;TFIDF
13;random;10;0.0001;373613.625;0.3819753172675621;14168.583749956773;-0.6035471198899766;kmeans;200;skipgram;Moyenne;TFIDF
11;k-means++;10;0.0001;445981.5;0.3880709558537101;14092.241547115635;-0.559052829175853;kmeans;200;skipgram;Moyenne;TFIDF
11;random;10;0.0001;446506.5625;0.38809369470679367;14074.576786374333;-0.586265960205936;kmeans;200;skipgram;Moyenne;TFIDF
13;k-means++;10;0.0001;376111.0625;0.3825191986545628;14069.647455471375;-0.5908734920810305;kmeans;200;skipgram;Moyenne;TFIDF
