voisinage;min_cluster_size;distance;K;silhouette;Cal-Harabasz;DBCV;non_classes;perplexity;wordEmbedding;docEmbedding;docEmbedding2
11;14;precomputed;4;0.28121381588120037;;0.017230108256584647;952;;cbow;WMD;Distance
28;11;precomputed;4;0.320704099249337;;0.011920332686187984;648;;cbow;WMD;Distance
28;10;precomputed;4;0.320704099249337;;0.011920332686187984;648;;cbow;WMD;Distance
28;12;precomputed;3;0.36172086959162714;;0.011597012411622021;547;;cbow;WMD;Distance
28;13;precomputed;3;0.36172086959162714;;0.011597012411622021;547;;cbow;WMD;Distance
28;14;precomputed;3;0.36172086959162714;;0.011597012411622021;547;;cbow;WMD;Distance
9;14;precomputed;3;0.3546187414353107;;0.011343026005040465;499;;cbow;WMD;Distance
9;13;precomputed;3;0.3546187414353107;;0.011343026005040465;499;;cbow;WMD;Distance
9;11;precomputed;3;0.3546187414353107;;0.011343026005040465;499;;cbow;WMD;Distance
9;12;precomputed;3;0.3546187414353107;;0.011343026005040465;499;;cbow;WMD;Distance
30;13;precomputed;6;0.27674988407973217;;0.007675467462909528;1017;;cbow;WMD;Distance
2;10;precomputed;3;0.3640792264101379;;0.0041020589690166165;431;;cbow;WMD;Distance
36;12;precomputed;4;0.32181467216594134;;0.002442042376352165;802;;cbow;WMD;Distance
36;11;precomputed;4;0.32181467216594134;;0.002442042376352165;802;;cbow;WMD;Distance
36;14;precomputed;4;0.32181467216594134;;0.002442042376352165;802;;cbow;WMD;Distance
36;10;precomputed;4;0.32181467216594134;;0.002442042376352165;802;;cbow;WMD;Distance
36;13;precomputed;4;0.32181467216594134;;0.002442042376352165;802;;cbow;WMD;Distance
8;14;precomputed;6;0.2635385872657426;;0.0018028557709025004;1152;;cbow;WMD;Distance
22;13;precomputed;9;0.2917983645884902;;0.001430881218068785;827;;cbow;WMD;Distance
22;10;precomputed;5;0.35107549292891227;;0.0005024264912316117;522;;cbow;WMD;Distance
22;11;precomputed;5;0.35107549292891227;;0.0005024264912316117;522;;cbow;WMD;Distance
22;12;precomputed;5;0.35107549292891227;;0.0005024264912316117;522;;cbow;WMD;Distance
31;150;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
31;200;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
31;250;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
31;300;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
36;500;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
34;950;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
30;950;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
36;450;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
31;350;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
31;400;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
31;450;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
31;500;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
31;950;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
36;400;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
36;350;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
36;300;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
36;250;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
31;100;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
36;950;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
30;500;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
30;300;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
29;350;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
29;400;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
29;450;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
29;500;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
29;950;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
30;100;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
30;150;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
30;200;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
30;250;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
37;400;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
36;150;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
37;350;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
37;300;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
37;250;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
37;200;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
30;350;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
30;400;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
30;450;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
37;150;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
37;100;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
36;200;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
32;200;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
32;100;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
33;300;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
33;400;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
33;450;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
33;500;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
35;250;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
35;200;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
35;150;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
35;100;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
33;950;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
37;500;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
34;100;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
34;150;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
34;200;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
34;250;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
34;300;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
34;350;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
34;400;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
34;450;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
33;350;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
35;300;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
36;100;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
35;350;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
32;150;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
34;500;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
32;250;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
32;300;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
32;350;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
32;400;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
32;450;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
32;500;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
32;950;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
33;100;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
33;150;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
33;200;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
33;250;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
35;950;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
35;500;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
35;450;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
35;400;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
37;450;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
40;450;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
37;950;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
47;300;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
47;400;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
47;450;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
47;500;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
47;950;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
48;100;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
48;150;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
48;200;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
48;250;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
48;300;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
48;350;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
48;400;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
48;450;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
48;500;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
48;950;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
49;100;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
47;350;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
47;250;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
49;200;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
47;200;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
45;450;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
45;500;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
45;950;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
46;100;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
46;150;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
46;200;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
46;250;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
46;300;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
46;350;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
46;400;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
46;450;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
46;500;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
46;950;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
47;100;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
47;150;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
49;150;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
49;250;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
45;350;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
150;200;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
150;300;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
150;350;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
150;400;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
150;450;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
150;500;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
150;950;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
200;100;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
200;150;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
200;200;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
200;250;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
200;300;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
200;350;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
200;400;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
200;450;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
200;500;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
150;250;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
150;150;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
49;300;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
150;100;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
49;350;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
49;400;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
49;450;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
49;500;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
49;950;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
100;100;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
100;150;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
100;200;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
100;250;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
100;300;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
100;350;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
100;400;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
100;450;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
100;500;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
100;950;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
45;400;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
45;300;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
38;100;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
39;500;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
40;100;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
40;150;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
40;200;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
40;250;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
40;300;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
40;350;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
40;400;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
29;250;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
40;500;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
40;950;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
41;100;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
41;150;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
41;200;precomputed;1;;;0.0;9501;;cbow;WMD;Distance
